user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,text,date,hashtags,source,is_retweet
Spectrum News 1 CNY/S.Tier,"CNY, Northern NY, S. Tier","Spectrum News 1 offers the best 24-hour local news, politics, and weather coverage for Central New York and the Southern Tier. ",2/24/2009 16:09,22865,790,3901,TRUE,"The latest COVID-19 strain spreading around the U.S. is XBB.1.5, an omicron subvariant. It accounts for more than 7… https://t.co/Ip8DnSwVa5",1/12/2023 21:25,,SocialNewsDesk,FALSE
WUSA9,"Washington, DC","Your stop for breaking news, weather & traffic in DC, Maryland & Virginia. Story ideas? Email newstips@wusa9.com. (@CBS, @TEGNA)",7/11/2008 13:19,134288,5229,12068,TRUE,"A new COVID-19 subvariant of omicron, XBB.1.5, is distinctive because of how fast it spreads. It’s quickly outcompe… https://t.co/jQNDoMPEph",1/12/2023 20:33,,SocialNewsDesk,FALSE
My8one3,Tampa,,3/26/2014 19:57,156,510,655,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/WamcKMJpWq,1/12/2023 19:06,,Jetpack.com,FALSE
my9oh4,Jacksonville Florida,Jacksonville home foe Lockedin Magazine,4/6/2014 17:45,204,450,2590,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/0mdSl16TRC,1/12/2023 19:06,,Jetpack.com,FALSE
my4oh7.com,,,10/26/2011 14:26,153,238,389,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/JJcwni2eRd,1/12/2023 19:06,,Jetpack.com,FALSE
LockedIN Magazine,United States,"Since 2011, LockedIN Magazine has been the Where to go spot for locals to find out what’s going on in their neighborhood. From Youth Sports to major Festivals.",10/7/2015 17:09,308,527,1471,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/BzWR9qej6k,1/12/2023 19:06,,Jetpack.com,FALSE
Spectrum News 1 ROC,"Rochester, NY","Spectrum News 1 offers the best 24-hour local news coverage in Rochester plus weather, sports and your favorite features.",10/27/2008 2:14,82172,442,455,TRUE,The latest COVID-19 strain spreading around the United States could be the most transmissible variant or subvariant… https://t.co/Gi4B3layXE,1/12/2023 19:05,,SocialNewsDesk,FALSE
WGRZ,"Buffalo, NY","2 On Your Side is WGRZ-TV in Buffalo, NY; the news station that holds people in power accountable!",7/3/2008 13:14,213768,2017,3307,TRUE,"A new COVID-19 subvariant of omicron, XBB.1.5, is distinctive because of how fast it spreads. It’s quickly outcompe… https://t.co/mAv3nndWUI",1/12/2023 18:45,,SocialNewsDesk,FALSE
Boomer Bob Rises once Again is a parody,Staying here on Twitter ,NYY NYG NYR fan I’m a parody of me NO SOCIALISTS NO Bros or Squad lunatics. Hands off Biden Harris Pelosi bobnyc59 is suspended I’m Catholic trump for prison,12/28/2019 13:44,4739,5210,27239,FALSE,People don’t care. Elected officials don’t care. This is why it will only continue to become far worse. Deaths are… https://t.co/kVZCzu5KmP,1/12/2023 18:05,,Twitter for iPhone,FALSE
Michael Schwandt (he/him),Vancouver,"Public health physician in Vancouver.
Antiracist ecoanxious xennial numtot.
Tweets on healthy environments, population health, equity, climate.
Views mine.",4/20/2011 15:17,5134,4020,11956,TRUE,"The game has not changed, even while so much reporting/commentary has been focused on what to call the ball for a m… https://t.co/vKsWIXLxuh",1/12/2023 18:03,,Twitter Web App,FALSE
WNEP,Northeastern & Central PA,Your #1 Source for News & Information | Have a news tip? Email: newstip@wnep.com | WNEP-TV (ABC Affiliate) is #ProudtoServe,6/5/2008 15:34,153000,157,1879,TRUE,"VERIFY has put together four fast facts with what you should know about the XBB.1.5 ""kraken"" COVID-19 variant. https://t.co/KnhO7v5bRq",1/12/2023 17:31,,SocialNewsDesk,FALSE
WttippedCreamOnHorsesh!t,Your mom's house,"#shitposter, Pronouns: deez/nutz, They're all in on it. No Amnesty ever! We're coming for all you fuckers.",6/26/2020 16:32,487,941,53841,FALSE,"XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/YITAcD5wlI via @10TV 

1. Nobody Cares
2. Nobody Cares
3. No… https://t.co/OvKxVciY9n",1/12/2023 17:06,,Twitter Web App,FALSE
IPAC Canada,Canada,"IPAC Canada is a national, multidisciplinary association of Infection Control Professionals dedicated to the health of all Canadians.",12/20/2011 20:44,3571,406,2107,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says #COVID19 #Variants https://t.co/V1ah7eA7UY",1/12/2023 17:00,"['COVID19', 'Variants']",Hootsuite Inc.,FALSE
WKYC 3News,"Cleveland, OH","Visit https://t.co/aJBBCpGyhK for news, weather, sports and information for the #NortheastOhio #NBC affiliate. #3News",4/3/2008 20:25,200930,17617,10049,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/TnauPQD5Iz,1/12/2023 16:47,,SocialNewsDesk,FALSE
13News Now,"Norfolk, VA",13News Now is part of @TEGNA and is the ABC affiliate for southeastern Virginia and northeastern North Carolina. Telling the Stories of Now.,1/18/2008 20:42,147918,1949,1925,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/TQdAiL6tsQ,1/12/2023 16:40,,SocialNewsDesk,FALSE
Teresa Wright,Charlottetown,"National health reporter @globalnews. 15+ yrs covering news and politics, incl with @CdnPressPoli. “Comfort the afflicted and afflict the comfortable.”",9/17/2008 17:00,18057,2732,15200,TRUE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says

https://t.co/QAALIFkSgM

#cdnhealth #COVID19",1/12/2023 16:32,"['cdnhealth', 'COVID19']",Twitter Web App,FALSE
FOX61,"Hartford, CT","Follow us for the latest breaking news, weather, sports, and entertainment. FOX61 News - Expect More.",10/23/2007 16:27,151499,852,2383,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/l0fflBsACy,1/12/2023 16:23,,SocialNewsDesk,FALSE
Massoud Khazabi,"Ottawa, Ontario","Professor of Economics, University of Ottawa",6/23/2009 17:03,21,29,113,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says  #CovidIsntOver… https://t.co/BKwwgCLTh2",1/12/2023 16:22,['CovidIsntOver'],Twitter Web App,FALSE
Massoud Khazabi,"Ottawa, Ontario","Professor of Economics, University of Ottawa",6/23/2009 17:03,21,29,113,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says  #CovidIsntOver… https://t.co/yHddittOp3",1/12/2023 16:22,['CovidIsntOver'],Twitter Web App,FALSE
NEWS CENTER Maine,"Maine, USA","Headlines and breaking news from NBC affiliate NEWS CENTER Maine in Portland and Bangor, Maine. Start your tweet with #NEWSCENTERmaine to say hi!",10/1/2008 1:17,130608,3518,5782,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/B5uw2GJZh5,1/12/2023 16:20,,SocialNewsDesk,FALSE
Kim Chaney,"Memphis, TN",WATN Digital Content Producer - she/her,3/25/2014 16:40,749,391,5,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/ztTZ8np12r,1/12/2023 16:10,,SocialNewsDesk,FALSE
9NEWS Denver,"Denver, Colorado","The official Twitter of 9NEWS in Denver, CO. Interact with us! #9NEWSMornings #BeOn9 #9WX We also retweet the #9NEWS team.",1/15/2009 18:32,494408,960,11619,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/wSKts4HggC,1/12/2023 16:07,,SocialNewsDesk,FALSE
ABC10,"Sacramento, CA","Welcome to ABC10 on Twitter! We are your source for news from Sacramento, Modesto, Stockton, the Sierra Nevada and foothill communities in California.",1/6/2009 1:20,158430,1835,5163,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/OsZ85OLlip,1/12/2023 16:05,,SocialNewsDesk,FALSE
13 On Your Side,"Grand Rapids, Michigan",We stand up for the community. We want to make life better for everyone. We celebrate all that makes West Michigan unique. We are 13 On Your Side.,8/20/2008 14:04,91711,344,3190,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/Fm1FMwSl0r,1/12/2023 16:02,,SocialNewsDesk,FALSE
KGW News,"Portland, Oregon","Breaking news, weather, entertainment, & information, for Portland area; NBC affiliate; News tips: newsdesk@kgw.com or TEXT (503) 226-5088 #kgwnews #kgw",3/20/2008 18:11,254828,1225,3894,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/bV5MYOPvfz,1/12/2023 15:59,,SocialNewsDesk,FALSE
🇮🇳 SA PhD,England,Senior public Health Expert - Data Analysis and Information Management,1/17/2021 23:33,340,810,10552,FALSE,A highly contagious new subvariant of the COVID-19 virus that's fueling rising case numbers in the northeastern Uni… https://t.co/46sUAGNkOa,1/12/2023 15:58,,Twitter for iPhone,FALSE
Tifa,"New Orleans, LA","the black community raises sons they don't want their daughters to be with. if your ANY type of phobic or hate women, move around",4/24/2015 23:49,132,380,88837,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/Oec6VJDRYy via @WWLTV,1/12/2023 15:54,,Twitter for iPhone,FALSE
WWL-TV,,"Breaking Stories and information from WWL-TV Channel 4, Eyewitness News, CBS affiliate in New Orleans",3/31/2008 21:36,227486,907,13455,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/AxnTtNiQKE,1/12/2023 15:52,,SocialNewsDesk,FALSE
KTVB.COM,"Boise, ID","Boise and Idaho local news, weather and sports from KTVB, Idaho's #1 news source. Download our app for news & weather alerts: https://t.co/k3UzIoVwgy",5/21/2008 18:08,108422,4414,1251,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/RohxmXiSl7,1/12/2023 15:51,,SocialNewsDesk,FALSE
KAGS News,Bryan/College Station. TX,"NBC TV affiliate and Emmy and Murrow award-winning local news station in Bryan, TX. Send breaking news tips at news@kagstv.com.",10/13/2011 18:47,7013,1243,4033,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/cieDkr7a0g,1/12/2023 15:50,,SocialNewsDesk,FALSE
News19 WLTX,"Columbia, SC","News19 WLTX is On Your Side with Breaking News, Weather and Sports from Columbia, SC. Retweets are not an endorsement. | https://t.co/LZlhk3HLnv",11/14/2008 14:14,126055,3213,18794,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/ahRN8JWyct,1/12/2023 15:50,,SocialNewsDesk,FALSE
11Alive News,Atlanta,"Welcome to 11Alive: Where Atlanta Speaks. Here, you'll find the top stories and news from 11Alive in Atlanta. Follow us on Facebook: https://t.co/0mK58EWBhr",3/31/2008 19:05,426626,2708,5558,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/ml1HhqRmwX,1/12/2023 15:50,,SocialNewsDesk,FALSE
13WMAZ News,"Macon, GA",Central Georgia's leading news source. Follow 13WMAZ for the latest breaking news and top headlines.,1/1/2009 13:17,74288,468,1786,TRUE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/rhiFT1uCae,1/12/2023 15:50,,SocialNewsDesk,FALSE
André Picard,,"André Picard is the health columnist at The Globe and Mail. Author of   ""NEGLECTED NO MORE"".
Find me on Mastodon: @picardonhealth@med-mastodon.com",2/15/2011 22:51,136524,1986,2410,TRUE,"What Canadians need to know about the Omicron ‘Kraken’ subvariant XBB.1.5, by @epaultaylor https://t.co/3nq0ToX05a… https://t.co/1AmAhWqkOq",1/12/2023 15:38,,Twitter Web App,FALSE
Corina Flores-H.PhD. Advisor.,Estados Unidos Mexicanos,"Experiencia en Multimodalidad educativa Capacitación online, Salud ocupacional y ambiental . Elaboración de Programas y Proyectos, Innovación English, Portugues",6/23/2012 4:58,16,212,418,FALSE,"The last known subvariant of omicron with a high incidence of covid-19 infections has the sea monster nickname, Kra… https://t.co/f745rqNdeY",1/12/2023 15:31,,Twitter for Android,FALSE
ANews,"Istanbul, Turkey","Perspectives change, truth remains; discover the truth for justice.
Whatsapp: +90 505 199 10 00 | https://t.co/wgoKfje4fJ | https://t.co/hdhijP9jKK | https://t.co/S2nQnoVAtf",10/21/2016 13:00,35148,275,1,FALSE,"Russia on Thursday reported its first case of the new coronavirus XBB.1.5 subvariant, dubbed ""kraken."" #kraken… https://t.co/GfqIdP0Tfz",1/12/2023 15:15,['kraken'],ANews Twitter,FALSE
Pandemia,,All things pandemic focusing currently on COVID-19 or to give it its common name coronavirus.,3/26/2020 22:59,24,42,17,FALSE,WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency #Coronavirus #Covid-19 https://t.co/3Yhmfsr8Sj,1/12/2023 15:05,"['Coronavirus', 'Covid']",SocialBee.io v2,FALSE
Val Giddings,,"ITIF life sci guru, professional skeptic, biotech expert, policy wonk, beekeeper, lover of wilderness. will travel miles for dark night skies. opinions my own.",2/5/2013 16:35,5422,5963,62646,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/yaQsaHFqyd,1/12/2023 14:41,,Twitter Web App,FALSE
News & Record,"Greensboro, NC","Official Twitter feed of the News & Record. Find news, sports, opinion, videos, photos, RTs from journalists. Join the conversation.",1/4/2008 21:04,57176,535,439,FALSE,The Triad is being advised by local infectious diseases experts to brace for another highly contagious COVID-19 omi… https://t.co/eqFhpxO7XO,1/12/2023 14:39,,SocialNewsDesk,FALSE
Madeleine Dumais-Reynolds,,Are you smart enough to take Garlic for COVID,9/7/2022 15:14,736,526,706,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says https://t.co/M3Wd4llcSM",1/12/2023 14:32,,Twitter Web App,FALSE
ANADOLU AGENCY,Ankara - TÜRKİYE,"News from around the world, digital content, human interest stories by
Anadolu Agency

Also follow
📸+ 🎥: @anadoluimages TR: @anadoluajansi AR: @aa_arabic",1/19/2011 14:45,197032,28,0,TRUE,"Russia reports its first case of new coronavirus XBB.1.5 subvariant, dubbed “kraken”

The variant, another offshoot… https://t.co/i164gsYK0u",1/12/2023 13:10,,aa.com.tr,FALSE
Sir Stavros 🐾,,You cannot erase history by simply saying it didn’t happen.,9/5/2022 13:44,176,267,6376,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says - National |… https://t.co/gWvCkFid9D",1/12/2023 12:48,,Twitter for iPhone,FALSE
anita fellows4 🌊#bluecrew,,"baby boomer, despise GOP, Trump and his followers, get rid of electoral college, RESISTER, vote blue, main acct @an3ita5🌊 please follow both accts. TY",12/22/2021 12:52,1196,1522,2384,FALSE,"wide-ranging authority over a number of Covid-19-related areas, including data tracking and allowing pharmacists, r… https://t.co/iuv8RAPECj",1/12/2023 12:45,,Twitter Web App,FALSE
🌻🇨🇦 Merlin 🇨🇦 🌻Wear an N95 #COVIDisAirborne,Canada,I am a Maritimer & Albertan but I am a Canadian First. I do not need an effing Sovereignty Act.  I have worn an N95 since Feb 2020. #MaskTheKRAKEN,11/28/2012 23:48,12128,9102,277931,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says

This is the case and they test… https://t.co/dImh5ULVHR",1/12/2023 12:42,,Twitter for Android,FALSE
Hummingbird,"Maryland, USA","Husband, Father, Grandpa, Honorably Retired Navy Veteran and Democrat. Unalienable rights: Life, Liberty and the Pursuit of Happiness. #BidenHarris 🌊",1/24/2019 3:42,5377,5791,1630,FALSE,Emergence of the Omicron XBB.1.5 subvariant has resulted in a spike in new cases. The latest numbers show that the… https://t.co/mjxddZwne9,1/12/2023 12:04,,Twitter for iPhone,FALSE
Journal World Wide,,"There has been a rapid expansion of Journalworldwide as a source of online news and information. Football, movies, and video games are all covered on the site,",6/23/2022 3:55,1,0,0,FALSE,New Covid Subvariant: A newly discovered COVID-19 subtype is rapidly spreading around the world. The XBB.1.5 strain… https://t.co/D8jwOy9baf,1/12/2023 11:26,,Blog2Social APP,FALSE
U.S. News & World Report,"Washington, D.C.","Life’s decisions made here since 1933. Breaking news and analysis, consumer advice and the original rankings guide.",6/4/2007 19:19,171664,704,607,TRUE,"The highly transmissible omicron subvariant XBB.1.5 is threatening to drive a global increase in coronavirus cases,… https://t.co/DYyIPbxne6",1/12/2023 11:01,,Naytev,FALSE
Sebastian Kraemer 💙 #EndFossil,London,employed continuously and only in the National Health Service from 1970 to 2015. 'Mean societies produce mean people' https://t.co/iO2maDNOlt,7/21/2011 19:46,2526,4838,10987,FALSE,"""XBB.1.5 - the most transmissible Omicron subvariant detected so far - accounted for 27.6% of COVID-19 cases in the… https://t.co/T0sBt8Wg6q",1/12/2023 9:30,,Twitter for iPad,FALSE
Microbes.info,Earth,"Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",4/12/2019 20:42,1504,516,15774,FALSE,"#COVID-19 #coronavirus #omicron XBB.1.5 #subvariant may be spreading in #Florida ... 

| #COVID19 | #PublicHealth |… https://t.co/fyIckukh95",1/12/2023 8:00,"['COVID', 'coronavirus', 'omicron', 'subvariant', 'Florida', 'COVID19', 'PublicHealth']",Buffer,FALSE
Expat Life in Indonesia,"Jakarta Capital Region, Indone",Expat Living Guide for Indonesia,7/26/2020 16:09,104,363,0,FALSE,"The Covid-19 virus has mutated again. In circulating reports, the newest variant, the Omicron XBB.1.5 subvariant or… https://t.co/irpzGXbo35",1/12/2023 5:40,,TweetDeck,FALSE
The Royal Melbourne Hospital,"Parkville, Victoria, Australia","Advancing care for everyone, every day. For 24 hour support or in an emergency call 000.",4/4/2009 2:47,13758,510,4203,TRUE,There is a lot of talk at the moment about the new Omicron subvariant XBB.1.5. But what exactly is it? Infectious D… https://t.co/rZVWHUCrJw,1/12/2023 5:30,,Twitter Web App,FALSE
